,zipcode,Population,White,Black,Asian,Hispanic
12305,36572,6411.0,5809.0,461.0,46.0,8.0
12306,36574,1570.0,1465.0,84.0,0.0,55.0
12307,36575,19114.0,17449.0,1225.0,102.0,276.0
12308,36576,3877.0,3570.0,124.0,10.0,87.0
12309,36578,1414.0,1404.0,0.0,10.0,0.0
12310,36579,1268.0,582.0,625.0,0.0,0.0
12311,36580,6237.0,5660.0,478.0,0.0,545.0
12312,36581,419.0,108.0,289.0,0.0,0.0
12313,36582,25368.0,19088.0,4549.0,466.0,683.0
12314,36583,703.0,703.0,0.0,0.0,0.0
12315,36584,911.0,519.0,271.0,0.0,99.0
12316,36585,1093.0,851.0,217.0,0.0,0.0
12317,36587,11695.0,10752.0,618.0,67.0,502.0
12318,36590,0.0,0.0,0.0,0.0,0.0
12319,36602,627.0,374.0,232.0,0.0,0.0
12320,36603,11088.0,1508.0,9350.0,0.0,218.0
12321,36604,10049.0,5526.0,4389.0,41.0,279.0
12322,36605,29613.0,8182.0,20890.0,108.0,484.0
12323,36606,20726.0,9202.0,11034.0,66.0,690.0
12324,36607,7171.0,2814.0,4256.0,14.0,13.0
12325,36608,37296.0,25454.0,10704.0,653.0,1011.0
12326,36609,23464.0,12607.0,8500.0,1239.0,754.0
12327,36610,12297.0,235.0,11909.0,14.0,82.0
12328,36611,6073.0,3596.0,2381.0,0.0,98.0
12329,36612,4742.0,380.0,4352.0,0.0,0.0
12330,36613,13204.0,7555.0,5237.0,103.0,171.0
12331,36615,234.0,15.0,143.0,76.0,15.0
12332,36616,0.0,0.0,0.0,0.0,0.0
12333,36617,13324.0,144.0,13067.0,0.0,42.0
12334,36618,16743.0,6847.0,9317.0,0.0,592.0
12335,36619,15405.0,13204.0,1226.0,284.0,426.0
12336,36688,545.0,419.0,71.0,44.0,43.0
12337,36693,17338.0,13606.0,3323.0,202.0,327.0
12338,36695,46316.0,35599.0,7507.0,1966.0,1661.0
12339,36701,22605.0,7631.0,14361.0,147.0,320.0
12340,36703,14310.0,2836.0,11234.0,5.0,19.0
12341,36720,586.0,14.0,572.0,0.0,0.0
12342,36722,578.0,388.0,190.0,0.0,0.0
12343,36723,124.0,0.0,124.0,0.0,0.0
12344,36726,5369.0,1564.0,3788.0,0.0,18.0
12345,36727,168.0,160.0,8.0,0.0,0.0
12346,36728,409.0,59.0,350.0,0.0,0.0
12347,36732,8037.0,3797.0,4038.0,40.0,206.0
12348,36736,1756.0,475.0,1281.0,0.0,0.0
12349,36738,894.0,283.0,577.0,0.0,0.0
12350,36740,1666.0,354.0,1312.0,0.0,0.0
12351,36742,1692.0,885.0,791.0,0.0,0.0
12352,36744,7183.0,2293.0,4850.0,0.0,0.0
12353,36748,3086.0,1739.0,1324.0,2.0,58.0
12354,36749,847.0,528.0,319.0,0.0,0.0
12355,36750,3349.0,2269.0,1063.0,0.0,126.0
12356,36751,815.0,3.0,812.0,0.0,0.0
12357,36752,1777.0,830.0,947.0,0.0,0.0
12358,36753,42.0,12.0,30.0,0.0,0.0
12359,36754,403.0,63.0,340.0,0.0,39.0
12360,36756,6440.0,2283.0,4018.0,13.0,67.0
12361,36758,1661.0,1178.0,483.0,0.0,0.0
12362,36759,1488.0,495.0,993.0,0.0,0.0
12363,36761,960.0,272.0,671.0,0.0,1.0
12364,36763,253.0,249.0,4.0,0.0,0.0
12365,36765,1400.0,517.0,842.0,41.0,3.0
12366,36766,30.0,30.0,0.0,0.0,0.0
12367,36767,1902.0,391.0,1511.0,0.0,0.0
12368,36768,889.0,159.0,727.0,3.0,0.0
12369,36769,2731.0,876.0,1855.0,0.0,0.0
12370,36773,1149.0,311.0,838.0,0.0,0.0
12371,36775,710.0,112.0,592.0,0.0,0.0
12372,36776,1662.0,154.0,1508.0,0.0,0.0
12373,36782,3042.0,1304.0,1738.0,0.0,86.0
12374,36783,767.0,379.0,388.0,0.0,0.0
12375,36784,7691.0,4118.0,3445.0,0.0,48.0
12376,36785,1738.0,451.0,1287.0,0.0,0.0
12377,36786,3167.0,444.0,2711.0,12.0,0.0
12378,36790,80.0,80.0,0.0,0.0,0.0
12379,36792,1373.0,1311.0,62.0,0.0,0.0
12380,36793,650.0,584.0,66.0,0.0,0.0
12381,36801,22895.0,11464.0,9729.0,198.0,1450.0
12382,36804,17898.0,12467.0,4779.0,249.0,128.0
12383,36830,34089.0,25053.0,5186.0,2591.0,1713.0
12384,36832,23598.0,15860.0,6747.0,744.0,677.0
12385,36849,3204.0,2798.0,222.0,94.0,142.0
12386,36850,2722.0,871.0,1830.0,0.0,56.0
12387,36852,2082.0,1549.0,511.0,2.0,0.0
12388,36853,8055.0,6276.0,1594.0,1.0,99.0
12389,36854,14719.0,10685.0,3584.0,182.0,17.0
12390,36855,1582.0,1182.0,358.0,0.0,0.0
12391,36856,4732.0,2131.0,2339.0,7.0,176.0
12392,36858,540.0,95.0,441.0,0.0,0.0
12393,36859,38.0,38.0,0.0,0.0,0.0
12394,36860,1404.0,172.0,1225.0,0.0,6.0
12395,36861,3038.0,2540.0,486.0,5.0,0.0
12396,36862,6510.0,3037.0,3470.0,0.0,0.0
12397,36863,12188.0,6519.0,5511.0,3.0,157.0
12398,36865,20.0,1.0,19.0,0.0,0.0
12399,36866,3739.0,2105.0,1612.0,0.0,5.0
12400,36867,21976.0,13581.0,7657.0,321.0,770.0
12401,36869,19025.0,8147.0,9872.0,97.0,985.0
12402,36870,18792.0,15144.0,2956.0,95.0,857.0
12403,36871,1150.0,680.0,454.0,0.0,113.0
12404,36874,8775.0,6785.0,1911.0,17.0,33.0
12405,36875,5120.0,3546.0,1253.0,24.0,281.0
12406,36877,11523.0,9339.0,1714.0,74.0,195.0
12407,36879,2591.0,1775.0,715.0,99.0,0.0
12408,36901,399.0,44.0,355.0,0.0,0.0
12409,36904,3973.0,2462.0,1432.0,0.0,29.0
12410,36907,2017.0,658.0,1354.0,2.0,0.0
12411,36908,2372.0,1812.0,556.0,0.0,4.0
12412,36910,26.0,26.0,0.0,0.0,0.0
12413,36912,1854.0,284.0,1562.0,8.0,0.0
12414,36913,176.0,124.0,52.0,0.0,0.0
12415,36915,481.0,426.0,53.0,0.0,0.0
12416,36916,656.0,224.0,432.0,0.0,0.0
12417,36919,1994.0,894.0,1027.0,0.0,6.0
12418,36921,1337.0,1077.0,248.0,0.0,0.0
12419,36922,647.0,192.0,455.0,0.0,0.0
12420,36925,3605.0,512.0,3028.0,0.0,67.0
12421,37010,5633.0,5052.0,105.0,12.0,259.0
12422,37012,2477.0,2369.0,41.0,1.0,0.0
12423,37013,81944.0,37426.0,32145.0,2277.0,12056.0
12424,37014,2130.0,1855.0,0.0,232.0,12.0
12425,37015,17400.0,16217.0,476.0,122.0,653.0
12426,37016,1215.0,1208.0,4.0,0.0,5.0
12427,37018,1625.0,1598.0,0.0,0.0,3.0
12428,37019,731.0,533.0,193.0,0.0,50.0
12429,37020,5200.0,4853.0,213.0,0.0,54.0
12430,37022,6022.0,5757.0,180.0,24.0,35.0
12431,37023,1486.0,1371.0,0.0,0.0,99.0
12432,37025,6038.0,5934.0,37.0,0.0,0.0
12433,37026,2134.0,1988.0,72.0,0.0,17.0
12434,37027,51034.0,45843.0,1651.0,2412.0,1483.0
12435,37028,775.0,666.0,0.0,20.0,55.0
12436,37029,5100.0,4921.0,100.0,21.0,125.0
12437,37030,7057.0,6610.0,235.0,20.0,232.0
12438,37031,3892.0,3849.0,16.0,0.0,0.0
12439,37032,4496.0,4294.0,149.0,0.0,10.0
12440,37033,8146.0,7671.0,296.0,1.0,324.0
12441,37034,7210.0,7106.0,81.0,0.0,49.0
12442,37035,3386.0,3267.0,34.0,0.0,10.0
12443,37036,5911.0,5444.0,264.0,0.0,112.0
12444,37037,6350.0,5426.0,533.0,0.0,384.0
12445,37040,44301.0,31877.0,9079.0,598.0,2947.0
12446,37042,68419.0,41028.0,20123.0,1658.0,7445.0
12447,37043,42919.0,36738.0,3220.0,1231.0,2758.0
12448,37046,4345.0,3936.0,337.0,55.0,141.0
12449,37047,2444.0,2298.0,29.0,0.0,126.0
12450,37048,6679.0,6578.0,82.0,6.0,116.0
12451,37049,3088.0,2918.0,112.0,0.0,12.0
12452,37050,1997.0,1704.0,209.0,8.0,5.0
12453,37051,3966.0,3802.0,27.0,83.0,31.0
12454,37052,2376.0,2191.0,185.0,0.0,26.0
12455,37055,27780.0,24584.0,1673.0,182.0,1010.0
12456,37057,1213.0,1213.0,0.0,0.0,21.0
12457,37058,7512.0,7163.0,90.0,113.0,94.0
12458,37059,1432.0,1424.0,8.0,0.0,130.0
12459,37060,2382.0,2243.0,134.0,0.0,0.0
12460,37061,5185.0,4842.0,193.0,0.0,128.0
12461,37062,10715.0,10196.0,20.0,171.0,391.0
12462,37064,51393.0,45130.0,3444.0,1131.0,3586.0
12463,37066,43709.0,37460.0,5038.0,240.0,2810.0
12464,37067,23391.0,20330.0,868.0,1789.0,905.0
12465,37069,19583.0,18533.0,404.0,153.0,708.0
12466,37072,29970.0,25112.0,3442.0,368.0,2421.0
12467,37073,13271.0,12477.0,301.0,57.0,262.0
12468,37074,7188.0,6209.0,753.0,173.0,42.0
12469,37075,60280.0,53048.0,4435.0,1447.0,2065.0
12470,37076,37929.0,28689.0,6700.0,932.0,2554.0
12471,37078,712.0,712.0,0.0,0.0,18.0
12472,37079,2051.0,2016.0,0.0,0.0,0.0
12473,37080,7962.0,7554.0,329.0,40.0,86.0
12474,37082,6398.0,6261.0,13.0,3.0,75.0
12475,37083,14006.0,13371.0,17.0,114.0,380.0
12476,37085,4309.0,4263.0,13.0,0.0,24.0
12477,37086,32310.0,23615.0,6763.0,499.0,5753.0
12478,37087,41928.0,35280.0,4110.0,453.0,2426.0
12479,37090,13231.0,12472.0,354.0,149.0,100.0
12480,37091,20606.0,17834.0,1829.0,102.0,1267.0
12481,37095,1606.0,1594.0,0.0,0.0,17.0
12482,37096,5588.0,5297.0,179.0,0.0,132.0
12483,37097,2232.0,2168.0,0.0,0.0,20.0
12484,37098,4587.0,4351.0,67.0,7.0,15.0
12485,37101,6388.0,6319.0,4.0,37.0,66.0
12486,37110,33063.0,30324.0,929.0,233.0,2927.0
12487,37115,36959.0,21544.0,11685.0,262.0,5551.0
12488,37118,1678.0,1645.0,19.0,0.0,0.0
12489,37122,48107.0,43804.0,2637.0,687.0,1320.0
12490,37127,16555.0,12819.0,2358.0,951.0,520.0
12491,37128,41108.0,33710.0,4500.0,1074.0,1412.0
12492,37129,50076.0,42165.0,5012.0,1549.0,2260.0
12493,37130,50538.0,37696.0,9726.0,1254.0,2968.0
12494,37132,2730.0,1641.0,847.0,102.0,94.0
12495,37134,2882.0,2783.0,17.0,10.0,41.0
12496,37135,9524.0,8099.0,646.0,646.0,185.0
12497,37137,3182.0,3083.0,37.0,36.0,15.0
12498,37138,21909.0,19458.0,1650.0,307.0,628.0
12499,37140,1329.0,601.0,703.0,0.0,42.0
12500,37141,1235.0,1102.0,70.0,17.0,0.0
12501,37142,2079.0,2058.0,21.0,0.0,16.0
12502,37143,4032.0,3913.0,100.0,5.0,16.0
12503,37144,3682.0,3497.0,62.0,0.0,110.0
12504,37145,2103.0,2096.0,0.0,0.0,51.0
12505,37146,7084.0,6951.0,42.0,23.0,212.0
12506,37148,22373.0,20817.0,597.0,81.0,695.0
12507,37149,2331.0,2265.0,66.0,0.0,0.0
12508,37150,4597.0,4339.0,65.0,0.0,365.0
12509,37151,488.0,462.0,19.0,0.0,0.0
12510,37153,5774.0,5494.0,109.0,10.0,171.0
12511,37160,32686.0,26972.0,2516.0,279.0,4845.0
12512,37165,50.0,50.0,0.0,0.0,0.0
12513,37166,13470.0,12721.0,298.0,12.0,1119.0
12514,37167,51973.0,42884.0,5309.0,2052.0,4766.0
12515,37171,556.0,528.0,0.0,0.0,16.0
12516,37172,28918.0,22987.0,4233.0,88.0,2871.0
12517,37174,29070.0,25963.0,1688.0,308.0,1510.0
12518,37175,1214.0,1164.0,0.0,0.0,25.0
12519,37178,2087.0,2026.0,2.0,13.0,26.0
12520,37179,10194.0,9399.0,381.0,206.0,619.0
12521,37180,2967.0,2680.0,124.0,0.0,155.0
12522,37181,1506.0,1493.0,0.0,9.0,3.0
12523,37183,3338.0,3151.0,66.0,39.0,110.0
12524,37184,6516.0,6284.0,53.0,17.0,31.0
12525,37185,8575.0,7918.0,592.0,0.0,200.0
12526,37186,9099.0,8943.0,21.0,0.0,325.0
12527,37187,6715.0,6603.0,0.0,32.0,90.0
12528,37188,13877.0,13243.0,155.0,67.0,588.0
12529,37189,3019.0,2128.0,711.0,62.0,92.0
12530,37190,9106.0,8770.0,113.0,44.0,100.0
12531,37191,4226.0,3564.0,122.0,27.0,654.0
12532,37201,2001.0,1083.0,781.0,7.0,137.0
12533,37203,11525.0,5627.0,4643.0,937.0,269.0
12534,37204,12869.0,9861.0,2373.0,310.0,280.0
12535,37205,23812.0,22163.0,584.0,671.0,313.0
12536,37206,24931.0,14232.0,9607.0,109.0,907.0
12537,37207,34306.0,7430.0,24560.0,300.0,2209.0
12538,37208,16044.0,2427.0,13113.0,61.0,137.0
12539,37209,36000.0,21021.0,10159.0,2822.0,3207.0
12540,37210,15071.0,8020.0,5078.0,474.0,2904.0
12541,37211,77379.0,49850.0,13338.0,4183.0,18334.0
12542,37212,19490.0,14534.0,2855.0,1462.0,568.0
12543,37213,175.0,86.0,88.0,0.0,0.0
12544,37214,29675.0,23917.0,3592.0,682.0,2039.0
12545,37215,21521.0,20332.0,325.0,436.0,445.0
12546,37216,18158.0,10556.0,6239.0,139.0,842.0
12547,37217,28930.0,16399.0,8475.0,1113.0,4888.0
12548,37218,14985.0,3473.0,11181.0,115.0,174.0
12549,37219,1151.0,913.0,121.0,68.0,27.0
12550,37220,5787.0,5491.0,106.0,115.0,26.0
12551,37221,39125.0,33677.0,3070.0,1395.0,1782.0
12552,37228,1330.0,340.0,927.0,0.0,8.0
12553,37240,626.0,432.0,122.0,51.0,16.0
12554,37243,0.0,0.0,0.0,0.0,0.0
12555,37246,0.0,0.0,0.0,0.0,0.0
12556,37301,1518.0,1241.0,13.0,0.0,18.0
12557,37302,3573.0,3411.0,65.0,29.0,62.0
12558,37303,25680.0,23471.0,1506.0,141.0,1011.0
12559,37305,994.0,782.0,0.0,0.0,0.0
12560,37306,3007.0,2876.0,86.0,0.0,0.0
12561,37307,5488.0,5334.0,27.0,0.0,77.0
12562,37308,2423.0,2328.0,38.0,0.0,0.0
12563,37309,2026.0,1961.0,28.0,0.0,12.0
12564,37310,3870.0,3603.0,202.0,19.0,52.0
12565,37311,26285.0,22373.0,2087.0,438.0,1875.0
12566,37312,33032.0,30445.0,1440.0,467.0,1936.0
12567,37313,1435.0,1237.0,0.0,0.0,42.0
12568,37315,1266.0,817.0,251.0,77.0,187.0
12569,37317,2916.0,2813.0,0.0,0.0,26.0
12570,37318,1672.0,1483.0,119.0,0.0,0.0
12571,37321,19100.0,17961.0,548.0,12.0,962.0
12572,37322,7184.0,6966.0,176.0,0.0,34.0
12573,37323,30960.0,29910.0,648.0,31.0,931.0
12574,37324,5264.0,4616.0,374.0,18.0,172.0
12575,37325,1473.0,1463.0,10.0,0.0,28.0
12576,37326,453.0,397.0,3.0,30.0,1.0
12577,37327,11831.0,10729.0,33.0,0.0,468.0
12578,37328,1144.0,1126.0,0.0,0.0,8.0
12579,37329,6124.0,5880.0,98.0,0.0,244.0
12580,37330,7437.0,7246.0,68.0,5.0,77.0
12581,37331,7580.0,7310.0,109.0,0.0,34.0
12582,37332,2706.0,2557.0,0.0,0.0,166.0
12583,37333,674.0,674.0,0.0,0.0,0.0
12584,37334,21350.0,18163.0,2072.0,18.0,728.0
12585,37335,2845.0,2771.0,0.0,10.0,0.0
12586,37336,4864.0,4630.0,33.0,0.0,35.0
12587,37337,1067.0,1041.0,9.0,10.0,9.0
12588,37338,3194.0,3076.0,10.0,0.0,17.0
12589,37339,1725.0,1350.0,0.0,42.0,0.0
12590,37340,434.0,434.0,0.0,0.0,0.0
12591,37341,13571.0,12130.0,1060.0,29.0,261.0
12592,37342,3179.0,2991.0,20.0,11.0,97.0
12593,37343,42128.0,38418.0,2115.0,1449.0,777.0
12594,37345,2155.0,1995.0,101.0,0.0,56.0
12595,37347,7336.0,6859.0,128.0,26.0,231.0
12596,37348,1390.0,1345.0,0.0,9.0,0.0
12597,37350,1849.0,1764.0,40.0,23.0,38.0
12598,37351,516.0,516.0,0.0,0.0,0.0
12599,37352,3408.0,3232.0,132.0,0.0,14.0
12600,37353,4523.0,4160.0,26.0,88.0,298.0
12601,37354,16650.0,16099.0,209.0,36.0,468.0
12602,37355,25681.0,23693.0,432.0,263.0,1149.0
12603,37356,2325.0,2018.0,25.0,17.0,47.0
12604,37357,5392.0,5020.0,134.0,0.0,413.0
12605,37359,739.0,668.0,55.0,0.0,0.0
12606,37360,1756.0,1702.0,39.0,0.0,0.0
12607,37361,1492.0,1454.0,0.0,0.0,46.0
12608,37362,2822.0,2796.0,0.0,0.0,81.0
12609,37363,33075.0,29751.0,2097.0,685.0,2034.0
12610,37365,1356.0,1152.0,0.0,0.0,0.0
12611,37366,879.0,815.0,0.0,0.0,0.0
12612,37367,9665.0,9048.0,510.0,13.0,275.0
12613,37369,675.0,675.0,0.0,0.0,0.0
12614,37370,4871.0,4583.0,30.0,48.0,51.0
12615,37373,2787.0,2775.0,0.0,0.0,0.0
12616,37374,2116.0,1927.0,17.0,0.0,0.0
12617,37375,4317.0,3840.0,269.0,62.0,127.0
12618,37376,447.0,439.0,0.0,0.0,0.0
12619,37377,15564.0,15209.0,23.0,42.0,104.0
12620,37379,26423.0,25987.0,189.0,87.0,368.0
12621,37380,6058.0,5525.0,342.0,11.0,39.0
12622,37381,9521.0,9090.0,216.0,0.0,90.0
12623,37385,8170.0,7914.0,0.0,0.0,107.0
12624,37387,3604.0,2881.0,14.0,11.0,6.0
12625,37388,25301.0,22473.0,855.0,333.0,763.0
12626,37391,1093.0,1058.0,0.0,0.0,0.0
12627,37394,63.0,41.0,22.0,0.0,0.0
12628,37396,315.0,315.0,0.0,0.0,0.0
12629,37397,10591.0,10170.0,9.0,6.0,112.0
12630,37398,13589.0,11727.0,756.0,69.0,598.0
12631,37402,3505.0,1244.0,2196.0,33.0,65.0
12632,37403,5774.0,3676.0,1623.0,341.0,257.0
12633,37404,11848.0,4562.0,6517.0,26.0,1046.0
12634,37405,15041.0,13472.0,783.0,165.0,486.0
12635,37406,14396.0,2550.0,11322.0,0.0,232.0
12636,37407,9568.0,3889.0,4181.0,211.0,1901.0
12637,37408,1414.0,569.0,808.0,0.0,36.0
12638,37409,2931.0,2160.0,684.0,25.0,265.0
12639,37410,4420.0,191.0,4079.0,0.0,30.0
12640,37411,18507.0,6389.0,10664.0,133.0,1119.0
12641,37412,21137.0,17378.0,2038.0,613.0,1565.0
12642,37415,23679.0,21302.0,1458.0,136.0,1117.0
12643,37416,15242.0,7163.0,7340.0,291.0,430.0
12644,37419,6096.0,6053.0,24.0,0.0,176.0
12645,37421,45902.0,33329.0,8903.0,2220.0,3023.0
12646,37601,37428.0,33288.0,2351.0,649.0,939.0
12647,37604,34456.0,30883.0,2086.0,664.0,1684.0
12648,37614,1860.0,1570.0,156.0,91.0,99.0
12649,37615,19503.0,18841.0,78.0,294.0,145.0
12650,37616,4939.0,4812.0,87.0,0.0,56.0
12651,37617,14275.0,13933.0,88.0,137.0,59.0
12652,37618,13562.0,13177.0,73.0,74.0,19.0
12653,37620,38407.0,36305.0,952.0,342.0,599.0
12654,37640,3176.0,3158.0,0.0,0.0,18.0
12655,37641,8194.0,8067.0,99.0,0.0,213.0
12656,37642,13828.0,13392.0,172.0,0.0,220.0
12657,37643,34390.0,33085.0,420.0,39.0,645.0
12658,37645,5224.0,5179.0,29.0,0.0,87.0
12659,37650,12334.0,12006.0,118.0,0.0,502.0
12660,37656,4125.0,4014.0,0.0,0.0,63.0
12661,37657,1009.0,985.0,0.0,0.0,10.0
12662,37658,4136.0,3968.0,13.0,19.0,11.0
12663,37659,27349.0,26563.0,144.0,44.0,830.0
12664,37660,39777.0,36350.0,1442.0,306.0,1123.0
12665,37663,14808.0,14255.0,155.0,65.0,137.0
12666,37664,26106.0,24865.0,397.0,43.0,464.0
12667,37665,5698.0,5227.0,55.0,56.0,45.0
12668,37680,594.0,549.0,0.0,0.0,0.0
12669,37681,5660.0,5537.0,40.0,0.0,32.0
12670,37682,616.0,522.0,61.0,15.0,20.0
12671,37683,13740.0,12789.0,672.0,11.0,263.0
12672,37686,7498.0,7443.0,1.0,14.0,0.0
12673,37687,5007.0,4840.0,29.0,16.0,60.0
12674,37688,979.0,961.0,0.0,7.0,0.0
12675,37690,3914.0,3844.0,37.0,0.0,8.0
12676,37691,642.0,630.0,0.0,0.0,10.0
12677,37692,4968.0,4831.0,20.0,40.0,209.0
12678,37694,1902.0,1835.0,26.0,10.0,0.0
12679,37701,7232.0,5814.0,1333.0,20.0,121.0
12680,37705,4247.0,3979.0,3.0,51.0,26.0
12681,37708,6327.0,6127.0,23.0,2.0,171.0
12682,37709,3842.0,3779.0,26.0,0.0,7.0
12683,37710,948.0,943.0,0.0,0.0,0.0
12684,37711,5087.0,4903.0,78.0,0.0,6.0
12685,37713,1216.0,1216.0,0.0,0.0,36.0
12686,37714,4619.0,4383.0,21.0,0.0,52.0
12687,37715,635.0,632.0,0.0,3.0,0.0
12688,37716,25516.0,24689.0,265.0,88.0,289.0
12689,37719,115.0,115.0,0.0,0.0,0.0
12690,37721,12740.0,12441.0,134.0,0.0,104.0
12691,37722,6946.0,6623.0,0.0,0.0,84.0
12692,37723,935.0,918.0,0.0,0.0,0.0
12693,37724,2484.0,2318.0,30.0,3.0,0.0
12694,37725,16333.0,15601.0,369.0,19.0,449.0
12695,37726,1381.0,1288.0,2.0,0.0,18.0
12696,37727,2101.0,2033.0,0.0,0.0,0.0
12697,37729,1656.0,1616.0,0.0,31.0,17.0
12698,37730,43.0,43.0,0.0,0.0,0.0
12699,37731,884.0,884.0,0.0,0.0,0.0
12700,37732,57.0,57.0,0.0,0.0,0.0
12701,37733,20.0,20.0,0.0,0.0,0.0
12702,37737,5464.0,5195.0,125.0,38.0,132.0
12703,37738,5356.0,5107.0,7.0,194.0,41.0
12704,37742,6111.0,5951.0,26.0,6.0,0.0
12705,37743,26696.0,25430.0,788.0,31.0,1024.0
12706,37745,17755.0,16737.0,429.0,232.0,436.0
12707,37748,18215.0,17171.0,419.0,89.0,236.0
12708,37752,6316.0,6007.0,130.0,132.0,21.0
12709,37753,960.0,943.0,0.0,0.0,0.0
12710,37754,4823.0,4780.0,0.0,25.0,0.0
12711,37755,3228.0,3196.0,14.0,0.0,129.0
12712,37756,3249.0,3216.0,15.0,0.0,1.0
12713,37757,9117.0,8774.0,76.0,74.0,222.0
12714,37760,13572.0,12830.0,534.0,9.0,443.0
12715,37762,2833.0,2667.0,109.0,0.0,27.0
12716,37763,15733.0,14886.0,318.0,54.0,424.0
12717,37764,9241.0,8765.0,92.0,53.0,264.0
12718,37765,411.0,406.0,0.0,0.0,0.0
12719,37766,18880.0,18748.0,22.0,21.0,181.0
12720,37769,6231.0,6173.0,9.0,12.0,63.0
12721,37770,2889.0,2864.0,4.0,9.0,0.0
12722,37771,15750.0,14724.0,345.0,41.0,2620.0
12723,37772,10599.0,10150.0,87.0,177.0,137.0
12724,37774,19097.0,18465.0,214.0,134.0,771.0
12725,37777,11051.0,10135.0,460.0,19.0,308.0
12726,37779,4726.0,4694.0,0.0,7.0,44.0
12727,37801,25500.0,23939.0,387.0,454.0,975.0
12728,37803,31576.0,30485.0,434.0,215.0,452.0
12729,37804,24513.0,23104.0,700.0,188.0,932.0
12730,37806,2657.0,2544.0,59.0,35.0,0.0
12731,37807,9388.0,9265.0,16.0,32.0,118.0
12732,37809,2337.0,2298.0,0.0,0.0,86.0
12733,37810,2024.0,1803.0,11.0,40.0,0.0
12734,37811,3605.0,3582.0,0.0,23.0,13.0
12735,37813,18252.0,15961.0,877.0,75.0,3093.0
12736,37814,33030.0,30207.0,1479.0,354.0,3585.0
12737,37818,4955.0,4742.0,105.0,0.0,61.0
12738,37819,613.0,590.0,0.0,0.0,0.0
12739,37820,7430.0,7261.0,77.0,0.0,183.0
12740,37821,22086.0,21019.0,365.0,48.0,437.0
12741,37825,8543.0,8304.0,33.0,14.0,192.0
12742,37826,4607.0,4117.0,294.0,61.0,54.0
12743,37828,1708.0,1692.0,8.0,0.0,4.0
12744,37829,2254.0,2239.0,3.0,0.0,16.0
12745,37830,29828.0,25150.0,2839.0,802.0,1474.0
12746,37840,10131.0,9806.0,184.0,11.0,16.0
12747,37841,9873.0,9819.0,0.0,12.0,18.0
12748,37843,3740.0,3334.0,173.0,87.0,123.0
12749,37845,502.0,502.0,0.0,0.0,0.0
12750,37846,6103.0,5910.0,91.0,0.0,566.0
12751,37847,2549.0,2492.0,0.0,0.0,0.0
12752,37848,259.0,259.0,0.0,0.0,0.0
12753,37849,25799.0,24551.0,495.0,287.0,769.0
12754,37851,6.0,6.0,0.0,0.0,0.0
12755,37852,2539.0,2520.0,2.0,0.0,39.0
12756,37853,3857.0,3678.0,151.0,3.0,331.0
12757,37854,12106.0,11447.0,396.0,55.0,82.0
12758,37857,21312.0,20532.0,216.0,59.0,302.0
12759,37860,4487.0,4310.0,102.0,0.0,0.0
12760,37861,8344.0,8141.0,141.0,0.0,284.0
12761,37862,21953.0,20357.0,306.0,444.0,2634.0
12762,37863,6635.0,6330.0,110.0,152.0,305.0
12763,37865,20719.0,20209.0,27.0,60.0,673.0
12764,37866,1627.0,1617.0,0.0,0.0,72.0
12765,37869,4979.0,4843.0,25.0,19.0,23.0
12766,37870,4513.0,4457.0,0.0,12.0,14.0
12767,37871,8777.0,8469.0,208.0,21.0,112.0
12768,37872,1730.0,1684.0,4.0,0.0,3.0
12769,37873,4599.0,4520.0,10.0,0.0,70.0
12770,37874,13509.0,12323.0,741.0,62.0,495.0
12771,37876,29550.0,28371.0,151.0,114.0,1175.0
12772,37877,7965.0,7783.0,33.0,12.0,72.0
12773,37878,645.0,531.0,0.0,0.0,0.0
12774,37879,11162.0,10912.0,88.0,0.0,59.0
12775,37880,4025.0,4011.0,0.0,0.0,17.0
12776,37881,2239.0,2230.0,0.0,0.0,0.0
12777,37882,2854.0,2737.0,0.0,0.0,41.0
12778,37885,4787.0,4575.0,44.0,59.0,57.0
12779,37886,4658.0,4526.0,0.0,35.0,26.0
12780,37887,7731.0,6810.0,788.0,2.0,170.0
12781,37888,2828.0,2744.0,0.0,0.0,114.0
12782,37890,6687.0,6190.0,114.0,0.0,503.0
12783,37891,3165.0,3020.0,130.0,0.0,27.0
12784,37892,1967.0,1867.0,0.0,10.0,0.0
12785,37902,1810.0,1484.0,225.0,78.0,41.0
12786,37909,15966.0,12443.0,1389.0,770.0,1576.0
12787,37912,18856.0,16813.0,1452.0,145.0,888.0
12788,37914,21082.0,12270.0,7716.0,316.0,785.0
12789,37915,6325.0,1328.0,4674.0,0.0,358.0
12790,37916,12677.0,10974.0,1077.0,358.0,175.0
12791,37917,24267.0,19194.0,4156.0,107.0,486.0
12792,37918,44863.0,40595.0,2536.0,435.0,1310.0
12793,37919,29037.0,25920.0,1498.0,995.0,2121.0
12794,37920,37540.0,34351.0,2093.0,216.0,993.0
12795,37921,28464.0,21805.0,5001.0,412.0,1018.0
12796,37922,34186.0,30342.0,1430.0,1425.0,692.0
12797,37923,27624.0,23691.0,2881.0,586.0,1875.0
12798,37924,10891.0,9891.0,684.0,41.0,146.0
12799,37931,25848.0,23349.0,1386.0,431.0,982.0
12800,37932,14453.0,13487.0,405.0,320.0,335.0
12801,37934,24835.0,22274.0,775.0,1371.0,612.0
